gene_id	gene_type	gene_name
ENSG00000243960	sense_overlapping	AL390195.1
ENSG00000231346	lincRNA	LINC01160
ENSG00000227811	bidirectional_promoter_lncRNA	INKA2-AS1
ENSG00000284830	bidirectional_promoter_lncRNA	AL049557.2
ENSG00000237556	antisense	KCND3-AS1
ENSG00000231437	lincRNA	LINC01750
ENSG00000231246	lincRNA	AL445426.1
ENSG00000273483	antisense	AL354760.1
ENSG00000225075	antisense	AL603832.1
ENSG00000261595	antisense	AL603832.2
ENSG00000215866	lincRNA	LINC01356
ENSG00000224167	lincRNA	AL390729.1
ENSG00000226419	antisense	SLC16A1-AS1
ENSG00000238198	lincRNA	AL357055.3
ENSG00000231128	antisense	AL137856.1
ENSG00000226167	antisense	AP4B1-AS1
ENSG00000235527	antisense	HIPK1-AS1
ENSG00000232895	lincRNA	AL121999.1
ENSG00000233730	lincRNA	LINC01765
ENSG00000285698	lincRNA	AL049825.1
ENSG00000228035	antisense	NGF-AS1
ENSG00000228127	lincRNA	LINC01649
ENSG00000237993	antisense	AL365318.1
ENSG00000235933	lincRNA	LINC01779
ENSG00000203865	processed_transcript	ATP1A1-AS1
ENSG00000233154	lincRNA	LINC01762
ENSG00000230381	lincRNA	AL136376.1
ENSG00000224950	lincRNA	AL390066.1
ENSG00000203864	lincRNA	C1orf137
ENSG00000272715	lincRNA	AL157904.1
ENSG00000236137	antisense	AL445231.1
ENSG00000235202	lincRNA	LINC01525
ENSG00000271427	lincRNA	AL358072.1
ENSG00000279513	TEC	AL157902.2
ENSG00000236866	antisense	AL157902.1
ENSG00000226172	lincRNA	AL139420.1
ENSG00000239216	lincRNA	AL139420.2
ENSG00000224238	antisense	WARS2-IT1
ENSG00000231365	antisense	AL359915.2
ENSG00000227712	lincRNA	AL359915.1
ENSG00000232650	lincRNA	LINC01780
ENSG00000260941	sense_overlapping	LINC00622
ENSG00000261662	sense_overlapping	AL359752.1
ENSG00000273406	lincRNA	AC245008.1
ENSG00000281741	TEC	AC241377.3
ENSG00000226067	lincRNA	LINC00623
ENSG00000234998	antisense	AC244453.3
ENSG00000233029	antisense	AC244453.2
ENSG00000227193	lincRNA	AC244453.1
ENSG00000230806	antisense	SRGAP2-AS1
ENSG00000227082	lincRNA	AC244021.1
ENSG00000228826	lincRNA	AL592494.1
ENSG00000272583	lincRNA	AL592494.3
ENSG00000224857	lincRNA	LINC01691
ENSG00000235887	lincRNA	AC239859.3
ENSG00000232721	lincRNA	AC239800.2
ENSG00000263590	lincRNA	LINC02591
ENSG00000234571	lincRNA	AC239798.2
ENSG00000273213	processed_transcript	AC239798.4
ENSG00000230186	antisense	AC246680.1
ENSG00000232527	lincRNA	AC245595.1
ENSG00000237343	lincRNA	AC246785.3
ENSG00000277199	lincRNA	LINC01632
ENSG00000224363	lincRNA	FP700111.1
ENSG00000281571	TEC	AC241585.2
ENSG00000276216	lincRNA	AC245014.3
ENSG00000236140	lincRNA	AC245014.1
ENSG00000244619	antisense	AC243547.1
ENSG00000234222	antisense	LIX1L-AS1
ENSG00000278431	antisense	AC243547.2
ENSG00000233396	lincRNA	LINC01719
ENSG00000276509	lincRNA	AC239799.2
ENSG00000234225	lincRNA	AC244394.2
ENSG00000237188	antisense	AC242426.2
ENSG00000278811	antisense	LINC00624
ENSG00000227139	lincRNA	AC241644.1
ENSG00000274415	antisense	AC241644.3
ENSG00000234190	lincRNA	AC241644.2
ENSG00000273059	lincRNA	AC239803.2
ENSG00000274372	lincRNA	AC239803.3
ENSG00000227733	lincRNA	AC239809.3
ENSG00000232265	lincRNA	AC239803.1
ENSG00000234283	lincRNA	LINC01731
ENSG00000274020	processed_transcript	LINC01138
ENSG00000238107	lincRNA	AC245100.6
ENSG00000224481	lincRNA	AC245100.1
ENSG00000272824	lincRNA	AC245100.7
ENSG00000280649	TEC	AC245100.8
ENSG00000254913	antisense	AC239802.1
ENSG00000255148	antisense	AC239802.2
ENSG00000254539	lincRNA	AC239804.1
ENSG00000274265	lincRNA	AC245297.3
ENSG00000272755	lincRNA	AC245297.2
ENSG00000275557	processed_transcript	AC242842.1
ENSG00000233030	antisense	AC243772.2
ENSG00000264207	antisense	AC239868.1
ENSG00000285184	bidirectional_promoter_lncRNA	AC244033.2
ENSG00000285554	lincRNA	AC242988.2
ENSG00000276110	antisense	AC242988.1
ENSG00000228126	lincRNA	FALEC
ENSG00000237781	antisense	AL356356.1
ENSG00000203804	processed_transcript	ADAMTSL4-AS1
ENSG00000259357	antisense	AL590133.2
ENSG00000231073	antisense	AL590133.1
ENSG00000261168	sense_overlapping	AL592424.1
ENSG00000232671	antisense	AL391069.2
ENSG00000273481	lincRNA	AL391069.4
ENSG00000224645	antisense	AL391069.1
ENSG00000237976	antisense	AL391069.3
ENSG00000250734	antisense	AL391335.1
ENSG00000227045	antisense	AL589765.1
ENSG00000269621	antisense	AL589765.7
ENSG00000249602	antisense	AL589765.4
ENSG00000268288	antisense	AL589765.5
ENSG00000203288	antisense	TDRKH-AS1
ENSG00000269489	lincRNA	AL589765.6
ENSG00000234614	antisense	AL450992.2
ENSG00000285651	antisense	AL450992.3
ENSG00000229021	antisense	AL450992.1
ENSG00000226716	antisense	AL589986.1
ENSG00000237975	antisense	FLG-AS1
ENSG00000236427	lincRNA	AL589986.2
ENSG00000224308	antisense	LINC01527
ENSG00000229699	lincRNA	AL161636.1
ENSG00000238279	antisense	BX470102.1
ENSG00000285867	lincRNA	BX470102.2
ENSG00000271853	processed_transcript	AL162258.1
ENSG00000272030	antisense	AL162258.2
ENSG00000243613	antisense	AL513523.4
ENSG00000233222	antisense	AL513523.3
ENSG00000284738	antisense	AL358472.5
ENSG00000282386	antisense	AL358472.4
ENSG00000273026	antisense	AL358472.3
ENSG00000272654	lincRNA	AL358472.2
ENSG00000228013	antisense	IL6R-AS1
ENSG00000273110	antisense	AL162591.2
ENSG00000229780	antisense	UBE2Q1-AS1
ENSG00000233875	antisense	AL592078.1
ENSG00000270361	lincRNA	AL451085.1
ENSG00000271380	antisense	AL451085.2
ENSG00000232093	antisense	DCST1-AS1
ENSG00000231064	antisense	AC234582.1
ENSG00000236263	antisense	AC234582.2
ENSG00000225855	antisense	RUSC1-AS1
ENSG00000235919	antisense	ASH1L-AS1
ENSG00000232519	antisense	AL353807.2
ENSG00000227673	antisense	AL162734.1
ENSG00000273002	antisense	AL355388.2
ENSG00000224276	antisense	AL355388.1
ENSG00000285677	antisense	AL355388.3
ENSG00000237390	lincRNA	AL139130.1
ENSG00000236947	lincRNA	AL139412.1
ENSG00000260460	lincRNA	AL365181.1
ENSG00000272971	lincRNA	AL365181.4
ENSG00000272068	lincRNA	AL365181.2
ENSG00000272405	antisense	AL365181.3
ENSG00000229953	antisense	AL590666.2
ENSG00000237588	lincRNA	AL590666.3
ENSG00000285570	antisense	AL590666.4
ENSG00000223356	antisense	AL590666.1
ENSG00000228239	lincRNA	AL138900.1
ENSG00000271736	lincRNA	AL138900.3
ENSG00000237189	lincRNA	AL138900.2
ENSG00000227217	antisense	AL356276.1
ENSG00000231666	lincRNA	LINC01704
ENSG00000176320	lincRNA	AL138899.1
ENSG00000236656	antisense	AL365440.2
ENSG00000225670	antisense	CADM3-AS1
ENSG00000228560	antisense	AL513323.1
ENSG00000224943	lincRNA	AL663023.1
ENSG00000188004	lincRNA	SNHG28
ENSG00000272668	antisense	AL590560.1
ENSG00000279430	TEC	AL590560.2
ENSG00000224259	lincRNA	LINC01133
ENSG00000225279	antisense	AL121987.1
ENSG00000227741	antisense	AL121987.2
ENSG00000228606	antisense	AL139011.1
ENSG00000234425	antisense	AL138930.1
ENSG00000228863	antisense	AL121985.1
ENSG00000232188	lincRNA	AL354714.3
ENSG00000198358	antisense	AL354714.1
ENSG00000228917	antisense	AL591806.1
ENSG00000224985	antisense	AL590714.1
ENSG00000283696	lincRNA	AL592295.4
ENSG00000283360	lincRNA	AL592295.3
ENSG00000283317	lincRNA	AL831711.1
ENSG00000273112	processed_transcript	AL590385.2
ENSG00000224515	antisense	AL590385.1
ENSG00000234211	antisense	AL451067.1
ENSG00000226889	antisense	AL359541.1
ENSG00000227818	lincRNA	AL590408.1
ENSG00000285636	antisense	AL450163.1
ENSG00000227094	antisense	AL512785.1
ENSG00000259788	antisense	AL596325.1
ENSG00000232892	antisense	AL499616.1
ENSG00000232995	antisense	RGS5
ENSG00000237756	lincRNA	AL592435.1
ENSG00000233693	antisense	AL357568.1
ENSG00000224702	antisense	AL390730.1
ENSG00000238022	antisense	AL390730.2
ENSG00000237463	antisense	AL157714.2
ENSG00000236206	lincRNA	AL356441.1
ENSG00000273365	lincRNA	AL451074.6
ENSG00000224358	antisense	AL451074.2
ENSG00000236364	antisense	AL358115.1
ENSG00000203307	antisense	AL626787.1
ENSG00000229588	lincRNA	AL390115.1
ENSG00000225325	lincRNA	AL583804.1
ENSG00000234142	lincRNA	LINC01675
ENSG00000227907	antisense	AL158837.1
ENSG00000231605	antisense	LINC01363
ENSG00000272205	lincRNA	AL451050.2
ENSG00000273160	lincRNA	AL359962.2
ENSG00000241666	antisense	AL031733.2
ENSG00000232194	antisense	Z99943.1
ENSG00000228697	lincRNA	AL023755.1
ENSG00000283255	lincRNA	AL022100.2
ENSG00000285622	processed_transcript	AL135926.1
ENSG00000235736	lincRNA	AL031275.1
ENSG00000225826	lincRNA	LINC00626
ENSG00000203601	lincRNA	LINC00970
ENSG00000237707	antisense	AL031726.1
ENSG00000235575	antisense	Z99758.1
ENSG00000213062	lincRNA	AL021068.1
ENSG00000230704	lincRNA	AL021940.1
ENSG00000232959	antisense	AL356475.1
ENSG00000233985	lincRNA	LINC01681
ENSG00000224286	lincRNA	LINC01142
ENSG00000231407	antisense	AL354732.1
ENSG00000225545	lincRNA	AL162399.1
ENSG00000235303	lincRNA	AL023495.1
ENSG00000271811	lincRNA	Z97200.1
ENSG00000225243	antisense	AL021026.1
ENSG00000231424	antisense	AL445673.1
ENSG00000230630	antisense	DNM3OS
ENSG00000279061	TEC	Z98043.1
ENSG00000224228	lincRNA	AL031599.1
ENSG00000224000	lincRNA	Z97198.1
ENSG00000226375	lincRNA	AL022310.1
ENSG00000203739	antisense	AL645568.1
ENSG00000238272	antisense	AL139142.1
ENSG00000270084	antisense	GAS5-AS1
ENSG00000234741	processed_transcript	GAS5
ENSG00000224977	lincRNA	AL121983.1
ENSG00000227373	lincRNA	AL121983.2
ENSG00000229531	antisense	Z99127.1
ENSG00000230687	lincRNA	AL008626.1
ENSG00000260990	antisense	Z94057.1
ENSG00000224718	lincRNA	LINC01657
ENSG00000227740	lincRNA	AL513329.1
ENSG00000228686	antisense	AL590723.1
ENSG00000236021	antisense	AL359265.3
ENSG00000224968	lincRNA	LINC01645
ENSG00000227579	lincRNA	AL122019.1
ENSG00000236720	lincRNA	LINC01741
ENSG00000254154	processed_transcript	CRYZL2P-SEC16B
ENSG00000224687	lincRNA	RASAL2-AS1
ENSG00000285910	bidirectional_promoter_lncRNA	AL513013.1
ENSG00000213057	lincRNA	C1orf220
ENSG00000273384	lincRNA	AL137796.1
ENSG00000273062	antisense	AL449106.1
ENSG00000261250	antisense	AL160286.3
ENSG00000261060	sense_overlapping	AL160286.2
ENSG00000243062	lincRNA	AL359853.3
ENSG00000229407	antisense	AL359853.1
ENSG00000231966	lincRNA	AL359853.2
ENSG00000272906	lincRNA	AL353708.3
ENSG00000261831	lincRNA	AL353708.2
ENSG00000260360	lincRNA	AL353708.1
ENSG00000261817	lincRNA	AL390718.1
ENSG00000236719	lincRNA	OVAAL
ENSG00000225857	lincRNA	AL162431.1
ENSG00000243155	antisense	AL162431.2
ENSG00000232586	antisense	KIAA1614-AS1
ENSG00000237292	lincRNA	LINC01732
ENSG00000225359	lincRNA	AL358393.1
ENSG00000179452	lincRNA	LINC01699
ENSG00000272880	lincRNA	AL161734.1
ENSG00000224810	lincRNA	AL355482.1
ENSG00000225982	lincRNA	AL355482.2
ENSG00000232309	lincRNA	AL390856.1
ENSG00000228918	lincRNA	LINC01344
ENSG00000203729	lincRNA	LINC00272
ENSG00000261504	lincRNA	LINC01686
ENSG00000227181	lincRNA	LINC01688
ENSG00000224468	antisense	LAMC1-AS1
ENSG00000232860	processed_transcript	SMG7-AS1
ENSG00000227554	antisense	AL590422.1
ENSG00000231791	lincRNA	AL445228.1
ENSG00000271387	lincRNA	AL445228.2
ENSG00000285847	lincRNA	AL713852.1
ENSG00000260976	lincRNA	LINC01633
ENSG00000279838	TEC	AL356273.3
ENSG00000273004	lincRNA	AL078644.1
ENSG00000279401	TEC	AL133383.2
ENSG00000228309	lincRNA	LINC01350
ENSG00000261729	lincRNA	AL133383.1
ENSG00000224691	antisense	AL133553.1
ENSG00000229739	antisense	AL596220.1
ENSG00000273198	lincRNA	AL096803.3
ENSG00000273129	lincRNA	PACERR
ENSG00000230426	lincRNA	ERVMER61-1
ENSG00000285894	lincRNA	AL136372.2
ENSG00000261182	lincRNA	AL596211.1
ENSG00000225006	lincRNA	AL929288.1
ENSG00000237283	lincRNA	AL691515.1
ENSG00000238054	lincRNA	AL691515.2
ENSG00000226486	lincRNA	LINC01035
ENSG00000232212	lincRNA	LINC01701
ENSG00000238270	lincRNA	AL591504.1
ENSG00000225811	antisense	AL354771.1
ENSG00000237457	lincRNA	LINC01351
ENSG00000241505	lincRNA	AL391645.1
ENSG00000231175	lincRNA	LINC01720
ENSG00000285638	lincRNA	AL138927.1
ENSG00000261642	lincRNA	AL713866.1
ENSG00000233882	lincRNA	LINC01680
ENSG00000223344	lincRNA	AL359081.1
ENSG00000228215	lincRNA	AL954650.1
ENSG00000285280	lincRNA	AL390957.1
ENSG00000236069	lincRNA	AL136987.1
ENSG00000232077	lincRNA	LINC01031
ENSG00000226640	lincRNA	AL357793.1
ENSG00000237011	lincRNA	AL357793.2
ENSG00000227240	lincRNA	AL356272.1
ENSG00000231714	lincRNA	AL513348.1
ENSG00000285718	lincRNA	AL353072.2
ENSG00000227421	lincRNA	LINC01724
ENSG00000230260	antisense	AL136322.1
ENSG00000224901	antisense	AL365258.1
ENSG00000223881	lincRNA	AL157402.1
ENSG00000261573	antisense	AL157402.2
ENSG00000229989	lincRNA	MIR181A1HG
ENSG00000225172	lincRNA	AC096631.1
ENSG00000233410	lincRNA	LINC01222
ENSG00000235492	lincRNA	LINC01221
ENSG00000231718	lincRNA	AC099673.1
ENSG00000203721	lincRNA	LINC00862
ENSG00000273093	lincRNA	AC097065.2
ENSG00000230623	processed_transcript	AC104461.1
ENSG00000282849	lincRNA	AL359834.1
ENSG00000260088	lincRNA	AL445483.1
ENSG00000229191	antisense	AL358473.1
ENSG00000234132	antisense	AL358473.2
ENSG00000229821	antisense	AC103925.1
ENSG00000282221	antisense	AC119427.1
ENSG00000224818	3prime_overlapping_ncRNA	AC096677.2
ENSG00000224536	antisense	AC096677.1
ENSG00000236390	antisense	AC092800.1
ENSG00000231871	antisense	IPO9-AS1
ENSG00000235121	antisense	AL645504.1
ENSG00000223774	antisense	AL513217.1
ENSG00000234678	antisense	ELF3-AS1
ENSG00000226862	antisense	AC104463.2
ENSG00000225620	lincRNA	AC104463.1
ENSG00000260021	antisense	AC098934.4
ENSG00000228288	antisense	PCAT6
ENSG00000234775	antisense	AC105940.2
ENSG00000224671	antisense	AC105940.1
ENSG00000231507	lincRNA	LINC01353
ENSG00000233791	lincRNA	LINC01136
ENSG00000176754	lincRNA	LINC00303
ENSG00000261065	antisense	AL592146.1
ENSG00000230550	antisense	ERLNC1
ENSG00000231691	antisense	AL592114.3
ENSG00000280924	lincRNA	LINC00628
ENSG00000226330	antisense	AL606489.1
ENSG00000240710	antisense	AL512306.3
ENSG00000240219	lincRNA	AL512306.2
ENSG00000228153	lincRNA	AL161793.1
ENSG00000225063	antisense	AC093422.2
ENSG00000226235	antisense	LEMD1-AS1
ENSG00000281406	lincRNA	BLACAT1
ENSG00000224717	lincRNA	AC098936.1
ENSG00000285521	bidirectional_promoter_lncRNA	AC119673.1
ENSG00000227687	antisense	AL713965.1
ENSG00000226780	antisense	AC244035.1
ENSG00000236889	lincRNA	AC244035.2
ENSG00000162888	antisense	C1orf147
ENSG00000261000	lincRNA	AC244034.2
ENSG00000279946	TEC	AC244034.3
ENSG00000237605	antisense	AL591846.2
ENSG00000275392	antisense	AL445493.3
ENSG00000243636	lincRNA	AL445493.2
ENSG00000237074	lincRNA	AL596218.1
ENSG00000283044	lincRNA	AL391597.1
ENSG00000236911	antisense	AL137789.1
ENSG00000285239	antisense	AL137789.2
ENSG00000203709	lincRNA	MIR29B2CHG
ENSG00000285719	antisense	AL356275.2
ENSG00000284237	lincRNA	AL356275.1
ENSG00000261453	lincRNA	LINC01735
ENSG00000259815	lincRNA	AC099793.1
ENSG00000232812	lincRNA	LINC01717
ENSG00000236950	lincRNA	LINC01774
ENSG00000232537	lincRNA	AC092810.3
ENSG00000227940	lincRNA	LINC01696
ENSG00000231648	lincRNA	LINC01698
ENSG00000230937	processed_transcript	MIR205HG
ENSG00000224260	lincRNA	AL023754.1
ENSG00000227591	antisense	AL031316.1
ENSG00000203706	antisense	SERTAD4-AS1
ENSG00000279333	TEC	AC096636.1
ENSG00000284376	sense_overlapping	AC092017.4
ENSG00000153363	lincRNA	LINC00467
ENSG00000223649	lincRNA	AC105275.1
ENSG00000261314	sense_overlapping	AC105275.2
ENSG00000228792	lincRNA	AL356310.1
ENSG00000227764	lincRNA	LINC01693
ENSG00000231057	antisense	AC096637.2
ENSG00000226868	lincRNA	AC096637.1
ENSG00000229258	antisense	AL445488.1
ENSG00000229983	lincRNA	AL606468.1
ENSG00000226251	lincRNA	AL451060.1
ENSG00000234915	antisense	AL360091.3
ENSG00000224535	lincRNA	AC092803.1
ENSG00000228067	lincRNA	LINC01740
ENSG00000260805	lincRNA	AC092803.2
ENSG00000235862	antisense	AL590648.2
ENSG00000237980	lincRNA	AL590648.3
ENSG00000198468	lincRNA	FLVCR1-DT
ENSG00000282718	lincRNA	AC104333.4
ENSG00000225233	lincRNA	AL592402.1
ENSG00000228255	lincRNA	AC096639.1
ENSG00000230461	processed_transcript	PROX1-AS1
ENSG00000281664	lincRNA	LINC00538
ENSG00000274895	antisense	AC011700.1
ENSG00000272167	antisense	AL606537.1
ENSG00000283518	lincRNA	AL592287.1
ENSG00000228470	sense_overlapping	AL929236.1
ENSG00000282265	lincRNA	AL450990.1
ENSG00000229242	antisense	AL358452.1
ENSG00000233620	antisense	AC093581.1
ENSG00000236292	antisense	AC138024.1
ENSG00000234070	antisense	SPATA17-AS1
ENSG00000231814	lincRNA	LINC00210
ENSG00000230714	lincRNA	AL355526.1
ENSG00000232100	lincRNA	LINC01653
ENSG00000232480	antisense	TGFB2-AS1
ENSG00000281453	3prime_overlapping_ncRNA	TGFB2-OT1
ENSG00000228208	lincRNA	C1orf143
ENSG00000225561	lincRNA	LINC01710
ENSG00000228063	antisense	LYPLAL1-DT
ENSG00000223842	lincRNA	AL360093.1
ENSG00000277007	lincRNA	AC096642.1
ENSG00000228536	lincRNA	AL513283.1
ENSG00000238232	lincRNA	AL356364.1
ENSG00000226927	lincRNA	AL451081.1
ENSG00000260505	lincRNA	AC096644.4
ENSG00000231529	lincRNA	AC096644.1
ENSG00000221571	lincRNA	RNU6ATAC35P
ENSG00000272823	lincRNA	AL445423.1
ENSG00000238078	lincRNA	LINC01352
ENSG00000257551	antisense	HLX-AS1
ENSG00000234754	lincRNA	C1orf140
ENSG00000232436	lincRNA	AL360013.2
ENSG00000227925	lincRNA	LINC01655
ENSG00000238042	lincRNA	LINC02257
ENSG00000228437	lincRNA	LINC02474
ENSG00000232679	lincRNA	LINC01705
ENSG00000236230	lincRNA	AL356108.1
ENSG00000226643	lincRNA	AL513314.1
ENSG00000276997	lincRNA	AL513314.2
ENSG00000225265	antisense	TAF1A-AS1
ENSG00000272750	antisense	AL592148.3
ENSG00000228106	lincRNA	AL392172.1
ENSG00000278610	lincRNA	AC093152.1
ENSG00000236846	lincRNA	AL359979.2
ENSG00000226601	lincRNA	AL359979.1
ENSG00000278467	lincRNA	AC138393.3
ENSG00000237101	antisense	AC092809.4
ENSG00000233384	bidirectional_promoter_lncRNA	AC096537.1
ENSG00000229400	antisense	AL596330.1
ENSG00000225334	antisense	AL391811.1
ENSG00000282418	lincRNA	AC092811.2
ENSG00000227496	antisense	AC099066.2
ENSG00000242861	antisense	AL591895.1
ENSG00000248322	sense_overlapping	AL117348.1
ENSG00000272562	antisense	AL512343.2
ENSG00000225518	lincRNA	LINC01703
ENSG00000234478	antisense	ACBD3-AS1
ENSG00000228548	antisense	ITPKB-AS1
ENSG00000233706	antisense	AL353689.2
ENSG00000228625	antisense	AL451047.1
ENSG00000234277	lincRNA	LINC01641
ENSG00000230005	antisense	SNAP47-AS1
ENSG00000276255	lincRNA	AL136379.1
ENSG00000280157	TEC	AL359510.2
ENSG00000203684	lincRNA	IBA57-DT
ENSG00000162913	antisense	OBSCN-AS1
ENSG00000269890	antisense	AL353593.1
ENSG00000269934	antisense	AL353593.2
ENSG00000270110	antisense	AL353593.3
ENSG00000270104	lincRNA	AL670729.3
ENSG00000270094	antisense	AL670729.2
ENSG00000231563	antisense	AL670729.1
ENSG00000279306	TEC	AL139288.1
ENSG00000282111	lincRNA	AL137793.2
ENSG00000236975	lincRNA	AL137793.1
ENSG00000233920	antisense	AL162595.2
ENSG00000177800	lincRNA	TMEM78
ENSG00000177788	bidirectional_promoter_lncRNA	AL162595.1
ENSG00000237481	antisense	AL117350.1
ENSG00000226920	3prime_overlapping_ncRNA	AL160004.1
ENSG00000223635	antisense	AL121990.1
ENSG00000227043	lincRNA	LINC01682
ENSG00000228058	lincRNA	LINC01736
ENSG00000227006	antisense	AL136988.2
ENSG00000224407	antisense	AL136988.1
ENSG00000282564	lincRNA	AL133516.1
ENSG00000232964	lincRNA	LINC01737
ENSG00000244137	antisense	AL512328.1
ENSG00000225656	lincRNA	AL118511.2
ENSG00000223393	antisense	AL118511.1
ENSG00000235710	lincRNA	AL109810.2
ENSG00000233461	antisense	AL445524.1
ENSG00000229228	antisense	LINC00582
ENSG00000235152	lincRNA	AL353052.1
ENSG00000236372	lincRNA	AL353052.2
ENSG00000225919	lincRNA	LINC01745
ENSG00000236497	lincRNA	LINC01744
ENSG00000233332	antisense	AL122008.3
ENSG00000236244	antisense	AL122008.4
ENSG00000236358	antisense	AL355472.3
ENSG00000273367	antisense	AL355472.4
ENSG00000231663	antisense	AL355472.1
ENSG00000231768	lincRNA	LINC01354
ENSG00000230404	lincRNA	AL161640.1
ENSG00000228830	antisense	AL160408.2
ENSG00000224939	lincRNA	LINC00184
ENSG00000272362	lincRNA	AL160408.5
ENSG00000228044	lincRNA	AL160408.1
ENSG00000241475	lincRNA	AL160408.4
ENSG00000230628	lincRNA	AL160408.3
ENSG00000282097	lincRNA	AL160408.6
ENSG00000227630	lincRNA	LINC01132
ENSG00000279261	lincRNA	AL360294.1
ENSG00000237520	lincRNA	AL391832.1
ENSG00000238005	lincRNA	AL391832.2
ENSG00000258082	lincRNA	AL391832.3
ENSG00000280587	lincRNA	LINC01348
ENSG00000273416	lincRNA	AL732292.2
ENSG00000285177	antisense	AL357556.4
ENSG00000229463	antisense	LYST-AS1
ENSG00000237845	lincRNA	AL139161.2
ENSG00000229291	lincRNA	AL139161.1
ENSG00000223776	antisense	LGALS8-AS1
ENSG00000273058	antisense	AL359921.2
ENSG00000230325	antisense	AL359921.1
ENSG00000237250	antisense	AL359924.1
ENSG00000234464	lincRNA	AL356010.2
ENSG00000215808	lincRNA	LINC01139
ENSG00000231877	lincRNA	AL359551.1
ENSG00000259776	lincRNA	AC093426.1
ENSG00000233355	antisense	CHRM3-AS2
ENSG00000234601	antisense	CHRM3-AS1
