gene_id	gene_type	gene_name
570	ENSG00000227684	transcribed_unprocessed_pseudogene	CROCCP4
571	ENSG00000207389	snRNA	RNU1-4
572	ENSG00000186715	transcribed_unprocessed_pseudogene	MST1L
573	ENSG00000223643	lincRNA	BX284668.1
574	ENSG00000230239	unprocessed_pseudogene	BX284668.3
575	ENSG00000263811	miRNA	MIR3675
576	ENSG00000228549	lincRNA	BX284668.2
577	ENSG00000277234	snRNA	RNU1-5P
578	ENSG00000238142	lincRNA	BX284668.5
579	ENSG00000235241	processed_pseudogene	BX284668.4
580	ENSG00000207005	snRNA	RNU1-2
581	ENSG00000272426	lincRNA	BX284668.6
582	ENSG00000117122	protein_coding	MFAP2
583	ENSG00000226526	antisense	AL049569.1
584	ENSG00000159363	protein_coding	ATP13A2
585	ENSG00000117118	protein_coding	SDHB
586	ENSG00000117115	protein_coding	PADI2
587	ENSG00000204362	lincRNA	AL590644.1
588	ENSG00000282843	lincRNA	AL590644.3
589	ENSG00000142623	protein_coding	PADI1
590	ENSG00000142619	protein_coding	PADI3
591	ENSG00000266634	miRNA	MIR3972
592	ENSG00000159339	protein_coding	PADI4
593	ENSG00000276747	protein_coding	PADI6
594	ENSG00000227751	antisense	AC004824.1
595	ENSG00000179051	protein_coding	RCC2
596	ENSG00000074964	protein_coding	ARHGEF10L
597	ENSG00000236648	lincRNA	AL136529.1
598	ENSG00000117148	protein_coding	ACTL8
599	ENSG00000284653	lincRNA	AL357509.1
600	ENSG00000261781	lincRNA	LINC01654
601	ENSG00000117154	protein_coding	IGSF21
602	ENSG00000280222	TEC	AL365209.1
603	ENSG00000230035	antisense	IGSF21-AS1
604	ENSG00000225387	lincRNA	AL591896.1
605	ENSG00000179023	protein_coding	KLHDC7A
606	ENSG00000235282	processed_pseudogene	DYNLL1P3
607	ENSG00000225478	processed_pseudogene	AL031737.1
608	ENSG00000009709	protein_coding	PAX7
609	ENSG00000179002	protein_coding	TAS1R2
610	ENSG00000255275	protein_coding	AL080251.1
611	ENSG00000159423	protein_coding	ALDH4A1
612	ENSG00000265606	miRNA	MIR4695
613	ENSG00000221662	miRNA	MIR1290
614	ENSG00000169991	protein_coding	IFFO2
615	ENSG00000272084	3prime_overlapping_ncRNA	AL137127.1
616	ENSG00000127481	protein_coding	UBR4
617	ENSG00000230424	antisense	AL035413.1
618	ENSG00000127463	protein_coding	EMC1
619	ENSG00000053372	protein_coding	MRTO4
620	ENSG00000211454	polymorphic_pseudogene	AKR7L
621	ENSG00000162482	protein_coding	AKR7A3
622	ENSG00000270728	processed_pseudogene	AL035413.2
623	ENSG00000053371	protein_coding	AKR7A2
624	ENSG00000200403	snRNA	RNU6-1099P
625	ENSG00000040487	protein_coding	PQLC2
626	ENSG00000077549	protein_coding	CAPZB
627	ENSG00000240490	misc_RNA	RN7SL277P
628	ENSG00000173436	protein_coding	MINOS1
629	ENSG00000201609	snRNA	RNU4-28P
630	ENSG00000235185	antisense	AL031727.2
631	ENSG00000158747	protein_coding	NBL1
632	ENSG00000270136	protein_coding	MINOS1-NBL1
633	ENSG00000226396	processed_pseudogene	AL031727.1
634	ENSG00000158748	protein_coding	HTR6
635	ENSG00000162542	protein_coding	TMCO4
636	ENSG00000178828	protein_coding	RNF186
637	ENSG00000235434	antisense	AL391883.1
638	ENSG00000169914	protein_coding	OTUD3
639	ENSG00000188784	protein_coding	PLA2G2E
640	ENSG00000242688	misc_RNA	RN7SL304P
641	ENSG00000188257	protein_coding	PLA2G2A
642	ENSG00000127472	protein_coding	PLA2G5
643	ENSG00000117215	protein_coding	PLA2G2D
644	ENSG00000158786	protein_coding	PLA2G2F
645	ENSG00000227066	lincRNA	Z98257.1
646	ENSG00000187980	protein_coding	PLA2G2C
647	ENSG00000225986	antisense	UBXN10-AS1
648	ENSG00000162543	protein_coding	UBXN10
649	ENSG00000228105	lincRNA	LINC01757
650	ENSG00000284710	lincRNA	Z98257.2
651	ENSG00000158816	protein_coding	VWA5B1
652	ENSG00000226664	antisense	AL020998.1
653	ENSG00000236963	lincRNA	LINC01141
654	ENSG00000226487	lincRNA	AL139254.1
655	ENSG00000284641	lincRNA	AL139254.2
656	ENSG00000284743	lincRNA	AL139254.3
657	ENSG00000162545	protein_coding	CAMK2N1
658	ENSG00000090432	protein_coding	MUL1
659	ENSG00000215520	processed_pseudogene	RPS4XP4
660	ENSG00000183114	protein_coding	FAM43B
661	ENSG00000158825	protein_coding	CDA
662	ENSG00000158828	protein_coding	PINK1
663	ENSG00000284005	miRNA	MIR6084
664	ENSG00000117242	antisense	PINK1-AS
665	ENSG00000244038	protein_coding	DDOST
666	ENSG00000117245	protein_coding	KIF17
667	ENSG00000235432	unprocessed_pseudogene	AL663074.2
668	ENSG00000189410	protein_coding	SH2D5
669	ENSG00000233069	antisense	AL663074.1
670	ENSG00000127483	protein_coding	HP1BP3
671	ENSG00000075151	protein_coding	EIF4G3
672	ENSG00000251914	snRNA	RNU7-200P
673	ENSG00000221808	miRNA	MIR1256
674	ENSG00000233072	processed_pseudogene	RPS15AP6
675	ENSG00000236073	processed_pseudogene	AL627311.1
676	ENSG00000235112	processed_pseudogene	HSPE1P27
677	ENSG00000117298	protein_coding	ECE1
678	ENSG00000236936	antisense	AL031005.1
679	ENSG00000231105	antisense	AL031728.1
680	ENSG00000236216	processed_pseudogene	PPP1R11P1
681	ENSG00000228823	unprocessed_pseudogene	AL592309.1
682	ENSG00000236009	lincRNA	AL592309.2
683	ENSG00000227001	unprocessed_pseudogene	NBPF2P
684	ENSG00000187952	processed_pseudogene	HS6ST1P1
685	ENSG00000186543	unprocessed_pseudogene	CROCCP5
686	ENSG00000142794	protein_coding	NBPF3
687	ENSG00000176378	processed_pseudogene	PFN1P10
688	ENSG00000162551	protein_coding	ALPL
689	ENSG00000233431	antisense	LINC02596
690	ENSG00000076864	protein_coding	RAP1GAP
691	ENSG00000090686	protein_coding	USP48
692	ENSG00000231978	processed_pseudogene	AL590103.1
693	ENSG00000187942	protein_coding	LDLRAD2
694	ENSG00000142798	protein_coding	HSPG2
695	ENSG00000232037	processed_pseudogene	AL590556.1
696	ENSG00000283234	transcribed_unitary_pseudogene	AL590556.2
697	ENSG00000219073	protein_coding	CELA3B
698	ENSG00000285959	processed_transcript	AL590556.3
699	ENSG00000273610	misc_RNA	RN7SL386P
700	ENSG00000201919	snRNA	RNU6-1022P
701	ENSG00000142789	protein_coding	CELA3A
702	ENSG00000278124	misc_RNA	RN7SL186P
703	ENSG00000201273	snRNA	RNU6-776P
704	ENSG00000228397	lincRNA	LINC01635
705	ENSG00000218510	processed_transcript	LINC00339
706	ENSG00000285721	protein_coding	AL031281.2
707	ENSG00000285752	lincRNA	AL031281.3
708	ENSG00000285794	transcribed_processed_pseudogene	AL031281.4
709	ENSG00000070831	protein_coding	CDC42
710	ENSG00000230068	sense_intronic	CDC42-IT1
711	ENSG00000271428	processed_pseudogene	AL031281.1
712	ENSG00000162552	protein_coding	WNT4
713	ENSG00000285873	bidirectional_promoter_lncRNA	AL445253.1
714	ENSG00000266564	miRNA	MIR4418
715	ENSG00000234397	processed_pseudogene	PPIAP34
716	ENSG00000279625	TEC	AL591122.1
717	ENSG00000184677	protein_coding	ZBTB40
718	ENSG00000237200	sense_intronic	ZBTB40-IT1
719	ENSG00000070886	protein_coding	EPHA8
720	ENSG00000276835	miRNA	MIR6127
721	ENSG00000173372	protein_coding	C1QA
722	ENSG00000159189	protein_coding	C1QC
723	ENSG00000173369	protein_coding	C1QB
724	ENSG00000133216	protein_coding	EPHB2
725	ENSG00000265422	miRNA	MIR4684
726	ENSG00000225952	antisense	AL512444.1
727	ENSG00000264014	miRNA	MIR4253
728	ENSG00000215906	protein_coding	LACTBL1
729	ENSG00000227868	protein_coding	TEX46
730	ENSG00000004487	protein_coding	KDM1A
731	ENSG00000240553	antisense	AL031428.1
732	ENSG00000263793	miRNA	MIR3115
733	ENSG00000266802	miRNA	MIR4419A
734	ENSG00000169641	protein_coding	LUZP1
735	ENSG00000229010	processed_pseudogene	AL161672.1
736	ENSG00000206935	snRNA	RNU6-514P
737	ENSG00000252578	snRNA	RNU6-135P
738	ENSG00000179546	protein_coding	HTR1D
739	ENSG00000215381	processed_pseudogene	AL109936.1
740	ENSG00000261326	lincRNA	LINC01355
741	ENSG00000284726	lincRNA	AL109936.6
742	ENSG00000125944	protein_coding	HNRNPR
743	ENSG00000125945	protein_coding	ZNF436
744	ENSG00000249087	antisense	ZNF436-AS1
745	ENSG00000201405	misc_RNA	RF00019
746	ENSG00000271420	lincRNA	AL109936.2
747	ENSG00000204219	protein_coding	TCEA3
748	ENSG00000232482	processed_pseudogene	AL357134.1
749	ENSG00000088280	protein_coding	ASAP3
750	ENSG00000007968	protein_coding	E2F2
751	ENSG00000235052	lincRNA	AL021154.1
752	ENSG00000117318	protein_coding	ID3
753	ENSG00000285802	lincRNA	AL450043.1
754	ENSG00000197880	lincRNA	MDS2
755	ENSG00000229239	unprocessed_pseudogene	AL451000.1
756	ENSG00000142676	protein_coding	RPL11
757	ENSG00000011007	protein_coding	ELOA
758	ENSG00000236810	antisense	ELOA-AS1
759	ENSG00000057757	protein_coding	PITHD1
760	ENSG00000011009	protein_coding	LYPLA2
761	ENSG00000117308	protein_coding	GALE
762	ENSG00000117305	protein_coding	HMGCL
763	ENSG00000179163	protein_coding	FUCA1
764	ENSG00000188822	protein_coding	CNR2
765	ENSG00000229106	processed_pseudogene	BTBD6P1
766	ENSG00000232557	antisense	AL590609.3
767	ENSG00000264926	miRNA	MIR378F
768	ENSG00000230228	processed_pseudogene	AL590609.2
769	ENSG00000189266	protein_coding	PNRC2
770	ENSG00000188529	protein_coding	SRSF10
771	ENSG00000215905	processed_pseudogene	AL590609.1
772	ENSG00000225315	antisense	AL591178.1
773	ENSG00000142661	protein_coding	MYOM3
774	ENSG00000230703	antisense	AL591178.2
775	ENSG00000142677	protein_coding	IL22RA1
776	ENSG00000185436	protein_coding	IFNLR1
777	ENSG00000230023	lincRNA	AL590683.1
778	ENSG00000232298	antisense	AL138902.1
779	ENSG00000158055	protein_coding	GRHL3
780	ENSG00000001460	protein_coding	STPG1
781	ENSG00000001461	protein_coding	NIPAL3
782	ENSG00000117602	protein_coding	RCAN3
783	ENSG00000264443	lincRNA	AL445686.2
784	ENSG00000184454	protein_coding	NCMAP
785	ENSG00000227312	processed_pseudogene	AL445686.1
786	ENSG00000239106	misc_RNA	RF00019
787	ENSG00000133226	protein_coding	SRRM1
788	ENSG00000284699	lincRNA	AL445648.1
789	ENSG00000169504	protein_coding	CLIC4
790	ENSG00000238482	snRNA	RNU6-1208P
791	ENSG00000020633	protein_coding	RUNX3
792	ENSG00000278034	miRNA	MIR6731
793	ENSG00000229162	antisense	AL445471.1
794	ENSG00000261025	lincRNA	AL445471.2
795	ENSG00000264371	miRNA	MIR4425
796	ENSG00000285823	lincRNA	AL050344.2
797	ENSG00000233755	lincRNA	AL050344.1
798	ENSG00000233419	processed_pseudogene	AL121994.1
799	ENSG00000231953	antisense	AL031432.1
800	ENSG00000117614	protein_coding	SYF2
801	ENSG00000284602	bidirectional_promoter_lncRNA	AL031432.4
802	ENSG00000284657	lincRNA	AL031432.5
803	ENSG00000117616	protein_coding	RSRP1
804	ENSG00000272432	lincRNA	AL031432.3
805	ENSG00000261349	unprocessed_pseudogene	AL031432.2
806	ENSG00000187010	protein_coding	RHD
807	ENSG00000224183	processed_pseudogene	SDHDP6
808	ENSG00000259984	unprocessed_pseudogene	AL928711.1
809	ENSG00000183726	protein_coding	TMEM50A
810	ENSG00000188672	protein_coding	RHCE
811	ENSG00000238084	processed_pseudogene	AL031284.1
812	ENSG00000204178	protein_coding	MACO1
813	ENSG00000157978	protein_coding	LDLRAP1
814	ENSG00000225643	lincRNA	AL606491.1
815	ENSG00000117643	protein_coding	MAN1C1
816	ENSG00000233478	antisense	AL031280.1
817	ENSG00000162430	protein_coding	SELENON
818	ENSG00000255054	protein_coding	AL020996.2
819	ENSG00000228172	antisense	AL020996.1
820	ENSG00000117640	protein_coding	MTFR1L
821	ENSG00000272478	antisense	AL020996.3
822	ENSG00000127423	protein_coding	AUNIP
823	ENSG00000236528	antisense	AL033528.2
824	ENSG00000182749	protein_coding	PAQR7
825	ENSG00000207302	misc_RNA	RF00019
826	ENSG00000117632	protein_coding	STMN1
827	ENSG00000229786	processed_pseudogene	SNRPFP2
828	ENSG00000223624	processed_pseudogene	AL033528.1
829	ENSG00000283938	miRNA	MIR3917
830	ENSG00000158006	protein_coding	PAFAH2
831	ENSG00000207237	snRNA	RNU6-110P
832	ENSG00000252190	scaRNA	RF00492
833	ENSG00000252691	scaRNA	RF00283
834	ENSG00000158008	protein_coding	EXTL1
835	ENSG00000158014	protein_coding	SLC30A2
836	ENSG00000284309	bidirectional_promoter_lncRNA	AL391650.2
837	ENSG00000158022	protein_coding	TRIM63
838	ENSG00000175087	protein_coding	PDIK1L
839	ENSG00000197245	protein_coding	FAM110D
840	ENSG00000282872	protein_coding	C1orf232
841	ENSG00000236782	protein_coding	AL391650.1
842	ENSG00000142684	protein_coding	ZNF593
843	ENSG00000142675	protein_coding	CNKSR1
844	ENSG00000188782	protein_coding	CATSPER4
845	ENSG00000236155	transcribed_unprocessed_pseudogene	AL355877.1
846	ENSG00000278572	unprocessed_pseudogene	AL355877.3
847	ENSG00000130695	protein_coding	CEP85
848	ENSG00000270733	processed_pseudogene	AL355877.2
849	ENSG00000142669	protein_coding	SH3BGRL3
850	ENSG00000158062	protein_coding	UBXN11
851	ENSG00000169442	protein_coding	CD52
852	ENSG00000176092	protein_coding	CRYBG2
853	ENSG00000225854	processed_pseudogene	AL451139.1
854	ENSG00000176083	protein_coding	ZNF683
855	ENSG00000131914	protein_coding	LIN28A
856	ENSG00000117682	protein_coding	DHDDS
857	ENSG00000223583	processed_pseudogene	AL513365.1
858	ENSG00000225891	antisense	AL513365.2
859	ENSG00000198830	protein_coding	HMGN2
860	ENSG00000224129	processed_pseudogene	DPPA2P2
861	ENSG00000117676	protein_coding	RPS6KA1
862	ENSG00000238705	miRNA	MIR1976
863	ENSG00000243905	misc_RNA	RN7SL679P
864	ENSG00000252802	misc_RNA	RF00019
865	ENSG00000252429	snRNA	RNU7-29P
866	ENSG00000229247	processed_pseudogene	AL627313.1
867	ENSG00000238316	snoRNA	RF01210
868	ENSG00000235069	processed_pseudogene	AL627082.1
869	ENSG00000260063	antisense	AL512408.1
870	ENSG00000117713	protein_coding	ARID1A
871	ENSG00000060642	protein_coding	PIGV
872	ENSG00000241188	misc_RNA	RN7SL165P
873	ENSG00000204160	protein_coding	ZDHHC18
874	ENSG00000175793	protein_coding	SFN
875	ENSG00000226698	antisense	AL034380.1
876	ENSG00000142751	protein_coding	GPN2
877	ENSG00000198746	protein_coding	GPATCH3
878	ENSG00000090273	protein_coding	NUDC
879	ENSG00000131910	protein_coding	NR0B2
880	ENSG00000175707	protein_coding	KDF1
881	ENSG00000172746	unprocessed_pseudogene	RPL12P13
882	ENSG00000224064	processed_pseudogene	AL356390.1
883	ENSG00000225294	processed_pseudogene	OSTCP2
884	ENSG00000253368	protein_coding	TRNP1
885	ENSG00000158246	protein_coding	TENT5B
886	ENSG00000090020	protein_coding	SLC9A1
887	ENSG00000229985	processed_pseudogene	AL590640.2
888	ENSG00000214973	processed_pseudogene	CHCHD3P3
889	ENSG00000225159	processed_pseudogene	NPM1P39
890	ENSG00000225990	processed_pseudogene	SNRPEP7
891	ENSG00000224311	antisense	AL590640.1
892	ENSG00000142784	protein_coding	WDTC1
893	ENSG00000252098	misc_RNA	RF00019
894	ENSG00000243659	processed_pseudogene	FO393419.3
895	ENSG00000186501	protein_coding	TMEM222
896	ENSG00000206888	snRNA	RNU6-48P
897	ENSG00000241547	processed_pseudogene	ACTG1P20
898	ENSG00000142765	protein_coding	SYTL1
899	ENSG00000142733	protein_coding	MAP3K6
900	ENSG00000142748	protein_coding	FCN3
901	ENSG00000174950	protein_coding	CD164L2
902	ENSG00000231207	processed_pseudogene	FO393419.1
903	ENSG00000181773	protein_coding	GPR3
904	ENSG00000158195	protein_coding	WASF2
905	ENSG00000241169	lincRNA	FO393419.2
906	ENSG00000237429	antisense	BX293535.1
907	ENSG00000126705	protein_coding	AHDC1
908	ENSG00000000938	protein_coding	FGR
909	ENSG00000235912	processed_pseudogene	AL031729.1
910	ENSG00000233975	lincRNA	LINC02574
911	ENSG00000126709	protein_coding	IFI6
912	ENSG00000225886	antisense	AL445490.1
913	ENSG00000206767	snRNA	RNU6-949P
914	ENSG00000226662	processed_pseudogene	CHMP1AP1
915	ENSG00000207095	snRNA	RNU6-424P
916	ENSG00000009780	protein_coding	FAM76A
917	ENSG00000231344	processed_pseudogene	AL020997.1
918	ENSG00000230833	processed_pseudogene	RPEP3
919	ENSG00000117758	protein_coding	STX12
920	ENSG00000269971	sense_intronic	AL020997.2
921	ENSG00000270031	sense_intronic	AL020997.3
922	ENSG00000223062	snRNA	RNU6-1245P
923	ENSG00000117751	protein_coding	PPP1R8
924	ENSG00000252947	scaRNA	SCARNA1
925	ENSG00000130775	protein_coding	THEMIS2
926	ENSG00000117748	protein_coding	RPA2
927	ENSG00000130768	protein_coding	SMPDL3B
928	ENSG00000227050	antisense	AL512288.1
929	ENSG00000158156	protein_coding	XKR8
930	ENSG00000158161	protein_coding	EYA3
931	ENSG00000238231	processed_pseudogene	AL512288.2
932	ENSG00000240750	misc_RNA	RN7SL559P
933	ENSG00000228589	processed_pseudogene	SPCS2P4
934	ENSG00000228943	processed_pseudogene	AL137792.2
935	ENSG00000214812	processed_pseudogene	AL137792.1
936	ENSG00000253005	snRNA	RNU6-176P
937	ENSG00000169403	protein_coding	PTAFR
938	ENSG00000126698	protein_coding	DNAJC8
939	ENSG00000130770	protein_coding	ATP5IF1
940	ENSG00000270605	antisense	AL353622.1
941	ENSG00000271398	lincRNA	AL353622.2
942	ENSG00000130766	protein_coding	SESN2
943	ENSG00000130772	protein_coding	MED18
944	ENSG00000204138	protein_coding	PHACTR4
945	ENSG00000206779	misc_RNA	RF00019
946	ENSG00000229820	processed_pseudogene	CR391992.1
947	ENSG00000221216	snRNA	RNU6ATAC27P
948	ENSG00000180198	protein_coding	RCC1
949	ENSG00000242125	processed_transcript	SNHG3
950	ENSG00000274266	snoRNA	SNORA73A
951	ENSG00000200087	snoRNA	SNORA73B
952	ENSG00000231468	processed_pseudogene	PRDX3P2
953	ENSG00000279443	TEC	AL513497.1
954	ENSG00000180098	protein_coding	TRNAU1AP
955	ENSG00000197989	antisense	SNHG12
956	ENSG00000221539	snoRNA	SNORD99
957	ENSG00000278274	snoRNA	SNORA61
958	ENSG00000273544	snoRNA	SNORA44
959	ENSG00000280498	snoRNA	SNORA16A
960	ENSG00000274582	snoRNA	SNORA16A
961	ENSG00000120656	protein_coding	TAF12
962	ENSG00000188060	protein_coding	RAB42
963	ENSG00000229388	lincRNA	LINC01715
964	ENSG00000270103	lincRNA	AL360012.1
965	ENSG00000274978	snRNA	RNU11
966	ENSG00000162419	protein_coding	GMEB1
967	ENSG00000252777	scaRNA	RF00422
968	ENSG00000198492	protein_coding	YTHDF2
969	ENSG00000116329	protein_coding	OPRD1
970	ENSG00000233427	antisense	AL009181.1
971	ENSG00000199756	misc_RNA	RF00019
972	ENSG00000159023	protein_coding	EPB41
973	ENSG00000225616	processed_pseudogene	AL138785.1
974	ENSG00000206704	misc_RNA	RF00019
975	ENSG00000277958	misc_RNA	RF00017
976	ENSG00000253304	protein_coding	TMEM200B
977	ENSG00000225750	lincRNA	AL357500.1
978	ENSG00000116350	protein_coding	SRSF4
979	ENSG00000277916	misc_RNA	RF02271
980	ENSG00000116353	protein_coding	MECR
981	ENSG00000237934	antisense	AL590729.1
982	ENSG00000060656	protein_coding	PTPRU
983	ENSG00000230523	lincRNA	LINC01756
984	ENSG00000225011	unprocessed_pseudogene	AL671862.1
985	ENSG00000228176	lincRNA	AC092265.1
986	ENSG00000284676	lincRNA	AL645944.2
987	ENSG00000270927	processed_pseudogene	AL645944.1
988	ENSG00000233399	lincRNA	LINC01648
989	ENSG00000233372	lincRNA	AL137076.1
990	ENSG00000231251	processed_pseudogene	AL021921.1
991	ENSG00000236335	lincRNA	AL161638.2
992	ENSG00000231949	lincRNA	AL161638.1
993	ENSG00000162510	protein_coding	MATN1
994	ENSG00000186056	antisense	MATN1-AS1
995	ENSG00000162511	protein_coding	LAPTM5
996	ENSG00000264773	miRNA	MIR4420
997	ENSG00000229607	lincRNA	AL137027.1
998	ENSG00000223382	lincRNA	LINC01778
999	ENSG00000222784	misc_RNA	RN7SKP91
1000	ENSG00000235143	antisense	AL445235.1
1001	ENSG00000162512	protein_coding	SDC3
1002	ENSG00000266210	misc_RNA	RN7SL371P
1003	ENSG00000134644	protein_coding	PUM1
1004	ENSG00000237329	processed_pseudogene	AL356320.2
1005	ENSG00000232768	processed_pseudogene	AL356320.1
1006	ENSG00000215900	processed_pseudogene	SELENOWP1
1007	ENSG00000225142	processed_pseudogene	AC114495.1
1008	ENSG00000084628	protein_coding	NKAIN1
1009	ENSG00000060688	protein_coding	SNRNP40
1010	ENSG00000229447	processed_pseudogene	AC114495.2
1011	ENSG00000121766	protein_coding	ZCCHC17
1012	ENSG00000229044	antisense	AL451070.1
1013	ENSG00000121769	protein_coding	FABP3
1014	ENSG00000168528	protein_coding	SERINC2
1015	ENSG00000215899	processed_pseudogene	AC209007.1
1016	ENSG00000206981	snRNA	RNU6-40P
1017	ENSG00000260386	transcribed_unitary_pseudogene	LINC01225
1018	ENSG00000265961	misc_RNA	RF00019
1019	ENSG00000284543	processed_transcript	LINC01226
1020	ENSG00000229167	antisense	AC114488.1
1021	ENSG00000142910	protein_coding	TINAGL1
1022	ENSG00000121764	protein_coding	HCRTR1
1023	ENSG00000162517	protein_coding	PEF1
1024	ENSG00000235790	antisense	AC114488.2
1025	ENSG00000264078	antisense	AC114488.3
1026	ENSG00000084636	protein_coding	COL16A1
1027	ENSG00000121753	protein_coding	ADGRB2
1028	ENSG00000266580	miRNA	MIR4254
1029	ENSG00000254545	antisense	AL354919.2
1030	ENSG00000134668	protein_coding	SPOCD1
1031	ENSG00000203620	lincRNA	AL354919.1
1032	ENSG00000269967	lincRNA	AL136115.2
1033	ENSG00000184007	protein_coding	PTP4A2
1034	ENSG00000228634	lincRNA	AL136115.1
