genes	logFC	logCPM	LR	PValue	FDR	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23
TAC4	-1.44453034149342	-3.35096572760008	4.34347957622701	0.037150924439708	0.426366420711513	9	21	34	3	1	4	1	4	49	15	3	2	6	10	3	12	14	12	0	2	0	3	7	1	2	6	6	5	1	10	25	1	10	1	7	1	7	3	7	7
NEK2	-1.32986042684693	-1.21675312091029	4.34292331458648	0.0371630630783505	0.426366420711513	2	6	0	1	18	0	0	82	14	4	7	110	7	9	42	21	2	78	243	9	19	15	9	0	46	4	0	0	1	1	120	43	5	53	22	23	69	2	324	1
CRB1	1.9255652788141	-3.24599112925269	4.33870629859117	0.0372552212514309	0.426427992576804	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	5	0	1	1	2	0	0	0	0
PMF1-BGLAP	1.60653436502512	-3.36735668437514	4.33053031016077	0.0374345810008893	0.426676775136879	30	40	37	38	89	46	30	100	56	53	40	325	43	60	61	76	3	670	152	63	65	99	69	34	101	19	30	21	38	45	276	161	76	101	60	114	250	46	399	83
PTGES	1.1810988472544	-1.36832827162696	4.32750816597639	0.0375011076994452	0.426676775136879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0
VAX1	1.58278895701673	-3.28668049210302	4.32747300151678	0.0375018825060379	0.426676775136879	2	13	3	11	2	3	30	10	2	6	1	18	12	13	19	6	2	39	19	51	2	7	5	2	10	7	15	22	14	17	9	140	18	35	36	12	6	20	15	12
BTN1A1	1.75912481317593	-3.26875620673608	4.32700070149879	0.0375122906946291	0.426676775136879	1	0	0	7	17	7	9	44	13	16	7	19	22	15	36	10	0	132	34	7	8	16	6	4	15	6	7	10	3	12	54	116	20	133	47	31	28	5	36	2
CA10	1.7288013138092	-3.3622548455489	4.32192406670799	0.0376243569962086	0.427394387813877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0
LMAN1L	1.31844580555659	-3.39575895031114	4.31492115124443	0.0377795217885671	0.427830519162145	1	1	0	0	3	0	0	11	2	3	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	1	1
IL20RB	1.02757328357957	1.97557547088791	4.30027275992448	0.0381062609971256	0.429662849900464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
IL17F	1.54811366848048	-3.37019888882318	4.29706288729833	0.0381782534780222	0.429696608701262	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ASB12	-1.53875084174351	-2.98353660893187	4.29498070396608	0.0382250298511759	0.429696608701262	8	6	1	1	9	8	5	34	23	2	17	4	5	29	16	2	2	30	2	2	4	12	11	1	78	20	7	12	4	16	48	24	51	37	28	20	4	5	33	7
CCNA2	-1.1321412968843	0.403949765774998	4.29436492322699	0.0382388749090468	0.429696608701262	0	0	0	2	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	5	1	0	0	0	0	0	36	2	0	0	0	0	0	0	0	2	0	5	0
MT1B	1.99047848256884	-1.01766423501553	4.2942953251082	0.0382404400660717	0.429696608701262	5	0	0	0	0	2	2	2	0	71	4	0	1	3	0	1	0	0	3	0	0	3	0	0	0	0	5	1	2	0	0	1	0	0	0	6	1	0	1	6
CAPNS2	1.53521215069984	-3.37092058432428	4.28915030263659	0.0383563300590331	0.4305983348294	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRG3	1.13180737351552	3.81745636462316	4.28222249952123	0.0385129585574509	0.431525185022567	7	2	6	1	15	0	7	18	16	130	1	7	105	32	7	8	0	7	50	9	0	7	0	7	5	2	1	2	5	0	22	12	5	5	7	2	19	10	16	1
SPEF1	1.55600254418183	-2.82136626258643	4.28061059493791	0.0385494976605616	0.431688477221092	0	1	0	0	1	5	2	0	1	2	1	0	0	0	0	4	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093155.3	1.29759147953939	-3.39771344719158	4.26589507865961	0.0388847584861615	0.432411367164792	1	0	0	0	1	0	0	0	0	6	0	4	4	0	0	2	0	18	11	2	8	11	3	1	6	0	0	0	3	11	9	5	8	27	14	2	9	0	22	1
IL36A	1.29759147953939	-3.39771344719158	4.26589507865961	0.0388847584861615	0.432411367164792	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	13	0	0	0	0
SPINK2	1.29759147953939	-3.39771344719158	4.26589507865961	0.0388847584861615	0.432411367164792	5	4	4	7	9	9	5	9	23	15	13	8	7	1	12	8	4	4	19	6	3	8	3	6	3	17	5	24	13	22	7	9	20	8	7	139	16	4	21	3
ARHGAP19-SLIT1	1.29730571122157	-3.39774024706301	4.26521929631818	0.0389002279424496	0.432411367164792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GRIFIN	1.29644860045106	-3.39782064511018	4.26319310396307	0.0389466485754982	0.432411367164792	1	1	0	2	1	0	2	0	0	4	1	3	1	0	2	1	0	0	10	0	5	1	2	0	2	1	5	1	0	0	2	0	3	5	2	20	0	0	3	1
ASZ1	1.29463217093022	-3.397990759627	4.25887148010568	0.0390458523850014	0.432411367164792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
HAP1	1.04999419630225	-1.93542890744483	4.25604015482389	0.0391109897270362	0.432411367164792	0	0	0	2	0	5	1	3	0	2	2	1	6	14	0	2	1	0	4	8	1	5	5	3	2	5	4	5	0	6	2	33	12	4	2	2	7	0	1	3
AKAP4	1.62036876491514	-3.36675604911984	4.25354342808412	0.0391685238728669	0.432411367164792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
HS3ST5	1.29215314099595	-3.39822359400132	4.25302401790054	0.0391805042234072	0.432411367164792	1	0	0	1	3	0	0	0	1	2	0	0	1	0	0	1	0	5	3	0	8	1	1	0	4	0	1	2	2	0	1	0	0	0	2	0	1	0	1	0
LIPN	1.52974338337171	-0.478290537447101	4.24636612478395	0.0393344113636769	0.432411367164792	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RD3	1.60855058252396	-3.36725799297096	4.2459764356287	0.0393434392327989	0.432411367164792	7166	847	1404	1328	1372	1294	1356	4520	1545	4620	647	134	8548	3190	1286	845	15718	139	1595	576	1037	2216	484	4133	517	1791	263	4774	2339	77	1403	1607	1662	656	270	513	3167	1094	1097	1856
CDKN3	-1.00244349268934	-0.524099174483913	4.24531724030511	0.0393587156586702	0.432411367164792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OPRD1	1.29018369641321	-3.39837450430538	4.24527500258762	0.0393596947025855	0.432411367164792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
FNDC8	1.50128505806108	-3.23253185730627	4.24102700837424	0.0394582911662229	0.432411367164792	1	5	3	30	11	10	5	13	9	24	8	25	26	14	6	8	2	30	185	14	13	11	7	5	21	3	2	7	7	18	62	39	8	50	17	11	25	8	93	0
KRT2	1.28702900124763	-3.39870316986014	4.24076058708575	0.0394644834650307	0.432411367164792	15	24	28	8	2	7	19	2046	8	3857	1480	32	11	1	3	0	2	8	4	611	4	8	3	9	1	1	2	4	1	8	9	7	7	630	7	53	5	1	10	11
OSTN	1.28575756946266	-3.39880742538818	4.23641708912936	0.039565581173186	0.432411367164792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
CLCNKB	1.28535563324828	-3.39885097905865	4.2359676987327	0.0395760565227952	0.432411367164792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	1	0	2	0	0	0	0	1	0	5	0	0	1	0	3	0
FAM155A	-1.32177111598593	-3.04218318786931	4.23397298883632	0.0396225886091394	0.432411367164792	30	68	26	16	65	64	44	130	68	57	29	75	113	46	80	98	4	329	218	79	46	130	49	46	49	58	21	141	79	51	301	299	49	225	682	93	124	36	175	64
TRPM1	1.28298579140547	-3.39907153904459	4.23017354660417	0.0397113799053803	0.432864647284705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLRN2	1.28167990238514	-3.39919467944958	4.22712081542886	0.0397828721451068	0.432864647284705	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	1	0	1	0	0	2	2	0	3	0	3	0	3	1	2
PSORS1C1	1.28167990238514	-3.39919467944958	4.22712081542886	0.0397828721451068	0.432864647284705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
SLC44A4	-1.76135994284617	-2.18373338617662	4.21744108370827	0.0400104572632157	0.433133309244068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1
AGR2	-2.61861985513895	-1.91821404012661	4.20273178539431	0.0403589144865123	0.433970355274869	11	9	12	6	6	15	6	40	24	27	12	33	11	32	9	9	0	83	61	17	10	32	14	7	15	25	6	4	14	3	55	48	40	30	15	17	31	23	97	26
MMP28	-1.71004878635604	-3.12872480314808	4.20025581557034	0.04041788172758	0.433970355274869	1	3	0	2	2	7	0	0	6	5	4	15	4	4	9	5	5	0	2	2	0	1	0	2	0	4	3	0	3	2	0	3	0	2	1	0	3	3	1	14
TECRL	1.27119535030358	-3.40014461911753	4.19930288056922	0.0404406007487658	0.433970355274869	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZAR1L	1.53729626364597	-3.37062241254511	4.19846643602651	0.0404605535571549	0.433970355274869	2	1	0	0	1	3	2	5	1	8	0	6	0	0	1	1	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	2	3	1	0	0	0	0	0	1
SOST	1.26925302927591	-3.40035913358298	4.19735179524523	0.0404871586087451	0.433970355274869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0
SPAG6	1.26994755146407	-3.40026882611769	4.19690965710799	0.0404977169681021	0.433970355274869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
GABRB2	1.26799809329051	-3.40048677015182	4.19517299819995	0.0405392167621013	0.433989188690992	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KRTAP4-2	1.26806956807349	-3.40046485118658	4.19407996015436	0.0405653592634865	0.433989188690992	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	1
SLC25A31	1.26716996561199	-3.40056774286058	4.19345582847775	0.0405802947361371	0.433989188690992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	3	0
PLA2G3	1.26733544495052	-3.40053649123894	4.19255126885058	0.0406019510982799	0.433989188690992	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	3	0	8	0	1	0	1	0	1	0	0	0	0	0	0	2	1	1	0	4	5	0	3
OR2AE1	1.26548373430806	-3.40071869191568	4.18882459740332	0.0406913006323575	0.434622897460719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCGB3A2	1.26409338823737	-3.4008520705098	4.18572546184391	0.0407657617837086	0.434767251526191	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STARD6	1.26350841273605	-3.40089874930874	4.18362666814966	0.0408162695387042	0.434767251526191	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A6	1.26237118348003	-3.40101148854392	4.18141925773566	0.0408694620752545	0.434767251526191	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	2	1	2	1	3	2	0	2	0	1	0	0	0	0	0	0
MCF2L2	1.23921068302591	-2.08614703861476	4.17729839461214	0.0409689584630637	0.434767251526191	2	3	0	0	0	1	1	1	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RBP3	1.25980043055342	-3.40125898029372	4.17575057260513	0.0410063956162664	0.434767251526191	0	0	0	0	0	0	2	5	6	0	3	1	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1
MS4A2	1.58240572716722	-2.94210538622872	4.17514065647192	0.0410211575169544	0.434767251526191	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTK	-1.30968523943403	-1.0870077846059	4.17483430992749	0.0410285741783258	0.434767251526191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
LIN28B	1.2578264214316	-3.40144408762691	4.17099796483839	0.0411215715742047	0.434767251526191	0	0	0	0	1	0	5	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SPINT3	1.2578264214316	-3.40144408762691	4.17099796483839	0.0411215715742047	0.434767251526191	14	0	2	2	2	8	5	17	24	25	3	3	578	7	5	2	282	3	16	6	0	10	11	3	4	25	12	13	9	5	5	7	4	29	3	15	8	28	4	15
IL24	1.45008668482446	-1.17707476092497	4.16838133792341	0.0411851285833373	0.434767251526191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
ETV3L	1.25653999360299	-3.40156462257246	4.16789176514977	0.0411970315989697	0.434767251526191	0	2	0	0	1	2	0	0	1	0	0	0	0	1	0	0	0	3	4	0	0	0	0	0	1	0	3	2	0	2	3	3	0	0	0	3	0	0	1	5
CCDC140	1.25550012235897	-3.40166219853628	4.16539178053076	0.0412578702537193	0.434767251526191	7	2	3	9	0	8	5	0	0	0	8	5	24	7	5	4	0	1	0	5	0	2	0	1	5	1	6	1	0	0	4	7	2	0	4	4	0	0	0	3
GOLGA8K	1.25550012235897	-3.40166219853628	4.16539178053076	0.0412578702537193	0.434767251526191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
MAP3K19	1.52980144793201	-3.38071601542042	4.15730304673401	0.041455362023339	0.435428302038446	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	3	0	1	3	0	7	1	1	0	63	5	0	1	1	1	0	0	2	0	2	3	0	0	0
WFDC2	1.00046027709302	0.434136750408966	4.14796332896187	0.0416846334045748	0.436206049252142	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRE	1.24793915612205	-3.40237082943476	4.14713048905823	0.0417051425504897	0.436206049252142	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	2	0	1	3	4	0	0	0	3	1	3
SRRM4	1.24793915612205	-3.40237082943476	4.14713048905823	0.0417051425504897	0.436206049252142	2	2	0	1	3	3	0	1	0	0	1	0	0	3	2	0	2	84	0	0	0	2	4	0	1	0	0	0	1	1	2	0	4	5	0	0	0	0	2	6
PCDH15	1.24730397169514	-3.4024223102742	4.14494610857034	0.0417589845224921	0.436303803636509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
MUC4	1.70734064347782	-3.19401495151682	4.13820017292844	0.041925724121319	0.436481752766604	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR152	1.24415812373311	-3.40272426472785	4.13791749546199	0.0419327263270624	0.436481752766604	1	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP2R2C	1.67605026286683	-2.99636709829202	4.13724457086429	0.0419494002930399	0.436481752766604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HS3ST6	1.24118309121594	-3.40300279082484	4.13069953858766	0.0421119393687887	0.436481752766604	6	0	0	1	0	1	0	2	4	1	1	3	2	1	6	2	0	2	3	0	0	4	4	4	5	1	14	4	8	2	0	3	1	5	6	0	0	7	4	2
FRRS1L	1.48260936842971	-3.38234902696815	4.13035538928287	0.0421205042543339	0.436481752766604	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	3	2	0	6	5	1	1	4	10	0	0	0	1	9	0	1	7	1	0	0	2	14
TM4SF20	1.24075484984601	-3.4030269615811	4.12841718923226	0.042168774676748	0.436481752766604	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	2	0	0	1	2	0	1	5	0	0	3	0	0	0	0	0	1	0	4	0
POU3F4	1.47719435759289	-3.38261018466285	4.12638837876526	0.0422193640175386	0.436481752766604	56	60	30	331	142	167	194	617	380	187	267	313	456	629	312	31	11	773	1012	271	171	52	386	59	835	1028	349	222	99	414	648	653	666	481	526	354	563	155	1815	130
TAS1R2	1.23899188350097	-3.40320761156958	4.12535791437396	0.0422450835551696	0.436481752766604	14	66	20	55	54	32	195	38	66	39	50	137	33	106	163	79	0	103	63	251	7	57	45	31	41	84	47	18	61	100	44	1822	60	190	48	50	85	55	49	29
TMEM95	1.23443980813104	-3.40363466543164	4.11437762681192	0.0425201674268896	0.437045267145776	4	6	0	8	10	1	6	4	4	3	9	10	1	1	4	4	0	15	21	17	0	8	10	5	4	17	4	10	8	7	25	53	13	16	5	0	11	11	23	8
TSPYL6	1.23443980813104	-3.40363466543164	4.11437762681192	0.0425201674268896	0.437045267145776	0	0	0	45	16	1	12	35	0	49	25	36	37	77	30	24	0	42	61	13	22	44	15	4	64	15	14	3	15	21	124	112	27	72	37	14	88	17	141	2
NPY4R	1.55807127913356	-3.37937981879124	4.10622318848826	0.0427256748168953	0.437096312361494	3	4	0	0	0	7	1	2	3	10	0	10	3	8	7	4	10	17	16	9	0	3	0	0	12	2	5	7	0	1	13	67	5	34	14	4	11	3	41	3
BANF2	1.2305361528094	-3.40397663362474	4.10315807965604	0.0428031912132696	0.437096312361494	0	2	0	32	33	3	38	50	5	34	2	4	11	65	46	29	0	67	53	1	22	68	15	7	27	13	4	0	5	5	16	178	90	221	184	66	64	11	38	1
PMCH	1.44263624913509	-3.38433424370215	4.10093119560706	0.042859601699267	0.437096312361494	0	1	0	0	2	3	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	7	5	0	0	6	2	5	2	0	0	3	3	3	0	0
KCNG4	1.44350799122523	-3.38444572015954	4.09943238578004	0.0428976129268186	0.437096312361494	0	166	297	13	4	33	2	1	570	28	15	23	75	63	8	55	2	27	4	37	3	13	64	25	32	57	13	44	3	12	200	4	49	14	19	12	6	28	40	26
ERVW-1	1.2283134478885	-3.40420568426612	4.0993129851331	0.0429006425636791	0.437096312361494	34	46	15	89	88	18	340	99	41	79	64	279	23	135	140	80	8	169	100	264	30	72	47	61	36	102	54	54	83	128	127	2497	31	262	40	70	111	75	115	7
EVPL	-1.55669361553762	-2.83587321757814	4.09223749605684	0.0430805762829363	0.437096312361494	6	28	5	7	12	8	44	11	5	28	17	45	0	48	54	21	0	33	21	131	12	19	12	13	3	23	11	13	16	33	31	682	9	78	6	16	20	7	24	3
C19orf84	1.23200514093413	-3.09274726272351	4.08963566600146	0.043146941738223	0.437096312361494	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G4F	1.40931485838849	-3.38568967548798	4.08146390815553	0.0433560806968185	0.437963822301254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3
IL17REL	1.5117891739606	-3.38120477806283	4.07170345190402	0.0436072773367336	0.43881845355275	1	0	0	3	5	9	5	1	3	0	14	10	7	13	0	4	0	8	0	10	0	5	1	2	5	19	4	7	1	10	8	117	6	1	6	0	3	2	3	4
NTF4	1.51219637089477	-3.3812985709715	4.07056323302937	0.0436367219100336	0.43881845355275	3	0	0	1	0	4	0	3	7	1	1	2	5	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	2
VIT	1.49851021467819	-3.38171336035613	4.06221640230843	0.0438529053209819	0.439266640302373	1	64	62	8	5	11	2	2	218	15	4	8	5	11	1	7	17	3	2	4	0	1	14	5	25	27	7	13	1	8	38	2	19	2	1	1	6	15	3	9
KIF4A	-1.06357057907588	-0.52828183173059	4.05833627462355	0.0439537842810751	0.439315943807736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JPH3	1.55105076323282	-2.94281281546896	4.05554120254421	0.0440266043118816	0.439315943807736	6	89	0	1	25	36	7	25	22	3	3	538	70	3	7	16	7	0	5	12	8	52	1	4	9	27	15	1	0	34	9	8	16	6	48	0	1	15	30	21
ST8SIA2	1.21006204041601	-3.40591066968034	4.05476500123299	0.0440468492058692	0.439315943807736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
UBE2C	-1.38320577928617	-0.405041642024366	4.04688407303556	0.044252955293652	0.440145960533158	0	0	4	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POU5F1	-1.35287260215969	-2.64315279639817	4.04494274642422	0.0443038815176892	0.440145960533158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL17D	1.38827301977291	-1.99009419131925	4.04195705184023	0.0443823247518711	0.440145960533158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPA	-1.12081300487287	-2.01021980180262	4.02608696285705	0.0448017412033967	0.44046454220628	0	2	0	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	3	0	1	2	0	0	7	1	3	4	0	0	0	9	5	0	2
MMP12	1.68693652864123	-3.1996965670508	4.00787659462483	0.0452881538730661	0.442735373566452	0	33	41	2	5	5	3	0	79	1	1	4	18	15	1	0	4	5	0	3	0	0	4	7	5	11	1	23	2	3	22	1	20	0	2	1	2	6	0	1
CSMD1	3.28758486280627	-3.03993099094315	4.00452121534871	0.0453783837731989	0.442735373566452	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	3	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2
XCR1	-1.23768005712598	-2.70409474475056	3.99569572212548	0.0456166164029317	0.442735373566452	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HBQ1	1.5099692354317	-3.29158571975713	3.99486838486613	0.0456390167350483	0.442735373566452	0	0	2	1	3	0	1	0	25	4	2	0	11	1	3	2	8	0	0	2	0	4	0	1	0	0	1	0	5	7	1	0	3	0	2	1	2	1	0	2
CTAGE6	1.40377384852456	-3.38584565861757	3.99083933683889	0.0457482698245978	0.442735373566452	10	4	2	13	7	4	10	12	2	5	9	20	4	38	28	14	2	4	12	12	6	2	5	12	3	6	41	29	5	9	15	278	24	21	10	9	6	25	16	7
NKX2-3	1.6510064878975	-3.19749176200477	3.98992382723411	0.0457731335048795	0.442735373566452	0	0	0	0	0	1	0	0	3	0	2	10	4	1	0	5	0	6	10	9	2	2	3	1	1	1	0	2	0	6	4	7	4	5	3	1	15	0	6	2
SMIM2	2.34539536376098	-3.07081880412778	3.98532826241509	0.045898156505458	0.443261164521752	0	45	67	1	2	6	3	3	190	5	1	1	10	13	0	3	20	2	4	9	0	0	25	13	26	17	0	20	0	2	39	7	12	0	6	0	1	4	9	5
TNFRSF9	1.06333462102014	0.700757687134331	3.97049302931787	0.046304212841981	0.44410364063371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	2
MS4A8	-2.0249520846264	-3.26326005334663	3.96637490656112	0.0464176004041153	0.444132500190304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IQGAP3	-1.17431334213352	0.495472066949131	3.96160249202833	0.0465493693242901	0.444132500190304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FHL5	1.10992252493457	-2.44026638108008	3.95666981353637	0.0466859777074575	0.444132500190304	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	2	0
