N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	IRI1	IRI2	IRI3	IRI4	IRI5	IRI6	IRI7	IRI8	IRI9	IRI10	IRI11	IRI12	IRI13	IRI14	IRI15	IRI16	IRI17	IRI18	IRI19	IRI20	IRI21	IRI22	IRI23	genes
MIR1323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1323
MIR133B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-133b
MIR134	0	0	0	0	0	0	0	0	0	0	0	0	0.496036889461874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-134
MIR1343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1343
MIR135A1	0	0	0	0	2.05093301403588	0.798945519745219	2.89632886261803	0.462655066016529	1.00186034445502	0	0.50202473352364	1.38848128285229	1.60936413025408	0	0.424148481523199	1.60829558864624	0	1.76073568748801	0	0	0	0	0	0	0	0	2.74272533656764	1.0264923194098	2.08099614705124	0.42672345570691	0.508714544681965	0	0	0	1.75995011667787	5.23474209600238	0	0	0.944719104991636	3.07417745134229	hsa-mir-135-1|hsa-mir-135a-1
MIR135A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-135-2|hsa-mir-135a-2
MIR135B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-135b
MIR136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.49296659852316	0	0	0	0	0	0	0	0	0	hsa-mir-136
MIR138-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385589528657454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-138-1
MIR138-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-138-2
MIR139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-139
MIR140	0	0	0	0	0	0	0	0	0.409851959095233	0	0	0	0	0	0	0.877252139261584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27090076803414	0	0	hsa-mir-140|MIR-140
MIR141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-141
MIR145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-145|MIR-145
MIR1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2132762807561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1468
MIR146B	1.22203796876857	1.84963696638866	8.80136963393695	4.44410550733109	28.1071047150826	1.30736539594672	36.4937436689872	20.8194779707438	2.4591117545714	31.2211897411943	6.57196014794583	104.514772927427	0	23.3608408532204	31.9268129728372	46.0557373112332	2.50152572744478	25.9308346702779	9.25240598215851	7.95757318139794	11.304890187751	44.6632001052694	12.2103751880676	3.73024169658107	21.5560458710369	2.83236344576985	2.6928576031755	0	0	35.9611494036641	80.7468722740647	25.8804680819099	47.9910396904048	100.154793907875	39.5988776252521	12.8489124174604	41.2530007145139	44.4815268811949	22.029131857305	0.359319442364684	hsa-mir-146b
MIR1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1470
MIR1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1471
MIR147A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510047561567882	0	0	0	0	0	0	hsa-mir-147
MIR148A	1.21102861769858	0.733189428118027	0	0	0	0	0	0	0	0	0	0	0.978667376505859	0	0	0	0	0	0	0.685728985471032	0	0	0	0.462079489441349	0	0	0.889532541589506	0.416145534895863	0	0	0	0	0	0	0	0	0	0	0	0.356082330271308	hsa-mir-148|hsa-mir-148a
MIR148B	0	0	0	0	0	0	0	0	0	0.375090746126187	0	0	0	0	0	0	0	0	0	0	0	0	1.32025681915541	0	0	0	0	0	0	0	0	0	0	0.336912150760436	0	0	0	0	0	0	hsa-mir-148b
MIR149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-149
MIR150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-150
MIR151A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-151
MIR151B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-151b
MIR152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41167403655017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-152
MIR153-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-153-1
MIR153-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-153-2
MIR1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.29832385656564	0	0	0	0	0	hsa-mir-1537
MIR1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1538
MIR154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47141520982443	0	0	0	0	0	hsa-mir-154
MIR1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1587
MIR15B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-15b
MIR16-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-16-1
MIR16-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-16-2
MIR181A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-213
MIR181A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-181a
MIR181B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-181b-1
MIR181B2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-181b-2
MIR181C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-181c
MIR181D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.318488916240632	0	0	0	hsa-mir-181d
MIR182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-182|miR-182
MIR1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1827
MIR183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-183
MIR184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-184
MIR185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.470558012183392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-185
MIR186	1.04204788034529	0	0	0	0	0	1.81862509978341	0.968347812592735	0.524229250005531	0	1.57612416338817	3.26938906718127	0	0.452729473899621	0.443876317873116	0.561033344876594	0	0	1.97241212797953	0	0	0.442847666448498	0	0	0.562687481208841	0	0	0	0.544446666379685	2.67942634978757	0.53237568629508	0.973615420318087	0	2.98911594221177	0	0	0	1.08371383320741	2.47164882119905	2.29797317791367	hsa-mir-186
MIR187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-187
MIR188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-188
MIR190A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-190
MIR190B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-190b
MIR191	0	0	0	0	0	0	0	0	0	0.361813197590747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-191
MIR1911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1911
MIR1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1912
MIR1913	0	0	0	1.11102637683277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1913
MIR1915	2.80050367842798	0	3.30051361272636	0	0	0	0.651673994089056	0	1.12709288751189	0	0	0	0	0	0	0	0	0	0.530085759394498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1915
MIR193A	1.01836497397381	0	0	0.505011989469442	2.09754512799124	1.6342067449334	1.18486180743465	0	0.512314948869042	2.32300518907696	0.513434386558268	1.06502825673329	0	0	3.47030575791709	0	0	3.60150481531638	0.963792289808178	0	4.71037091156291	0.432782946756487	1.09021207036318	0	1.64969738808956	0	0.561012000661563	0	0	1.30926514819165	0	0	0	1.25193492384844	0	0	0.991658671021968	1.58862596004268	1.93237998748289	0	hsa-mir-193|hsa-mir-193a
MIR193B	0	0	1.0604059799924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.551618180980444	0	0	0	0	0	0	0	0	0	hsa-mir-193b
MIR194-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-194-1
MIR196A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-196-1|hsa-mir-196a-1
MIR196A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-196-2|hsa-mir-196a-2
MIR1972-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1972
MIR1972-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1972-2
MIR1976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-1976
MIR199A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-199a-1
MIR199A2	2.44407593753714	0.739854786555464	0	2.42405754945332	2.93656317918773	6.86366832872029	0.473944722973859	3.78535963104433	2.86896371366663	3.71680830252313	3.69672758321953	3.12408288641766	3.95025741062365	1.41580853655882	2.42921403054196	3.94763462667713	5.62843288675075	5.76240770450621	4.62620299107925	3.45981442669475	0	3.46226357405189	0.436084828145271	1.3988406362179	3.07943512443384	4.04623349395693	4.03928640476326	0.839857352244379	5.53355793647716	7.68102220272437	2.08110495551713	4.18654630736777	2.52584419423183	3.3384931302625	2.15993877955921	5.35371350727516	1.58665387363515	0	3.09180797997263	3.95251386601152	hsa-mir-199a-2
MIR199B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-199b
MIR200A	0	0.366594714059014	0	0	0	0	0	0	0	0	0	0.281448908686275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416145534895863	0	0.345991991113711	0	0	0	0.330841661557545	0	0	0	0	0	0	hsa-mir-200a
MIR200B	0	0.366594714059014	0	0	0	0	0	0	1.21847879731015	0	0.407047081235384	0	0	0	0	0.434674483417902	0	0	0	1.37145797094206	0	0	0	0	0	0.400978093995732	0	0	0.421823543321198	0	0.412471252444837	0.377166333997097	0	0	0.356746645272542	0	0	0	0	0	hsa-mir-200b
MIR200C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-200c
MIR203A	0	0.369927393277732	0	0	2.51705415358949	0	0	0	1.63940783638093	0	0.821495018493229	0	0	0	0	0	1.25076286372239	0.360150481531638	0	0	0	0	2.18042414072635	0	0	0.404623349395693	0.448809600529251	0	0	0.349137372851108	0.416220991103426	0	0	0	0	0	0	0	0	0	hsa-mir-203
MIR204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-204
MIR2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2053
MIR206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-206
MIR208A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-208|hsa-mir-208a
MIR208B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-208b
MIR210	0	0	0	0	0	0	0	0	1.2295558772857	0	0	0	0	0	0	0	0	0	0	0.345981442669476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-210
MIR211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-211
MIR2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2113
MIR2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2114
MIR2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2115
MIR2116	0	0	0	0	0	0	0	0	0	0	0	0	0.905267323267919	0	0	0	0	0	1.060171518789	0	1.7271360009064	0	0	0	0	0	0	0	0	0	0.572303862767211	0	0	0	0	0	0	0	0	0	hsa-mir-2116
MIR212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33384931302625	0	0	0	0	0	0	hsa-mir-212
MIR215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-215
MIR216A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-216|hsa-mir-216a
MIR216B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-216b
MIR217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-217|miR-217
MIR218-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-218-1
MIR218-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-218-2
MIR219A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-219-1
MIR221	0.814691979179048	0.739854786555464	0	7.67618223993551	2.93656317918773	0.980524046960042	3.79155778379087	4.16389559414876	4.50837155004757	7.06193577479395	3.28598007397292	11.9283164754129	0.658376235103941	7.78694695107348	12.1460701527098	11.4042778104006	5.00305145488955	7.92331059369604	1.92758457961636	1.3839257706779	5.02439563900044	2.07735814443114	4.36084828145271	6.06164275694424	11.4379018907543	4.45085684335263	2.6928576031755	4.19928676122189	1.70263321122374	6.63361008417105	3.74598891993084	10.6566633278452	3.96918373379288	6.676986260525	4.31987755911842	9.63668431309529	6.3466154945406	5.50723666148128	1.54590398998631	0.359319442364684	hsa-mir-221
MIR222	0	0.726643093938402	0	0.793590269166265	0.824035585996558	0.963014688978613	0	0	0	0.730087345138472	1.21023819688735	1.11574388800631	0	0.695263120631561	1.363334404896	2.15396730622264	0	1.06115766879858	0	0	0	0	1.71319039628499	0	1.72825440657001	2.78178552709539	0	0.412429949762865	0.836114523368802	1.37161110762935	0	1.12139633233065	0.708782809605871	1.96732630890469	0	2.10324459214381	1.55832076874881	0.832137407641402	0	0	hsa-mir-222
MIR2276	0	0	3.95567174558964	0.499337697452931	0	0	0	0	0.50655860112894	0	0	0	0	0	0	0	0	0	0	0	1.55248179856755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2276
MIR2278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8234403887524	hsa-mir-2278
MIR2355	0	0	0	0	0	0	1.19848090866953	0	2.59101813221125	0	0.519335931231352	0	0	0	0	2.21833874296033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2355
MIR2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2392
MIR23A	0	1.11484967837125	0	0	1.26427377577554	2.46250331428321	1.42832656238697	0.570396656732707	1.8527554315264	1.12013400897957	0.618934602974351	3.42365247826592	0	1.06670506179089	2.09169114175824	0.660943392594344	0	4.3415400513403	0.580915900706299	1.04268379982582	5.6782553454457	0.521710949514669	1.97134237380739	0	0.662892101150141	2.43882566759048	6.76288439153665	1.89830771397702	0.641402922036342	2.10438964458202	1.25436463072265	5.16149544743972	0	1.50918182600908	0.542450378428112	2.42017185945316	1.19542415136895	0	2.32944436847253	0	hsa-mir-23a
MIR23B	0.923877502161806	1.67802116538353	0	2.74893124164809	3.80585507759235	0.370644828747782	3.7622416153595	0	4.18302514952867	2.10746862514198	0.93159228901294	4.5089856092626	0	1.60555607238628	6.69017707969582	0.497411006797805	0	3.67576264656002	1.74873652583752	2.74645062737625	1.42444206260322	3.92627827985266	0.494529186556492	3.17262824709215	0.498877560659384	0	1.01791868161273	0.476207777045782	1.93082116736713	2.37557387713125	3.77602548629912	0.43160271209977	1.63677679744036	3.78592004462758	3.67412266626051	1.21424430061911	4.49824551803779	4.80409225030088	1.31481524921516	2.44485393773908	hsa-mir-23b
MIR23C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10911771660599	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-23c
MIR2467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14054702156644	0	0	0	0	0	0	0	0.727047513333664	0	0	0	0	hsa-mir-2467
MIR25	4.26743417665215	0.968857458584536	2.09556419855642	5.29060179444177	2.74678528665519	0.428006528434939	2.48256759652974	4.46131670801653	0.536710898815187	2.92034938055389	0	1.11574388800631	0.862159355493257	1.85403498835083	4.54444801631999	3.44634768995622	9.00847062561958	1.41487689173144	6.56296654488426	0.453070936829075	0	2.26695829253398	2.28425386171332	1.83181511885677	4.60867841752003	1.05972781984586	1.17545371567185	0.549906599683819	1.11481936449174	1.37161110762935	3.27030778724121	0.99679673984947	5.19774060377639	2.62310174520625	2.35707604912215	5.60865224571684	2.59720128124801	0.554758271760935	3.0365971231874	1.88214946000548	hsa-mir-25
MIR2681	0	0	0	0	0	0	0	0.79312297031405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2681
MIR26A1	0	2.1138708187299	0	0	0	0	0	0	2.92751399353738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-26a-1
MIR26A2	0	0.968857458584536	0	0.529060179444177	0	0	0	0	0	0	0	0.371914629335435	0	0	0	0	0.818951875056325	0.471625630577145	0	0.453070936829075	0	0.906783317013591	1.14212693085666	0	0.576084802190003	5.82850300915225	0	1.09981319936764	0	0	0	0.99679673984947	2.83513123842349	0.437183624201042	0	0	0	2.21903308704374	0	0	hsa-mir-26a-2
MIR26B	0	1.47970957311093	0	0.404009591575553	0	0.980524046960042	0	0	0	0	0.410747509246614	0.852022605386633	0.329188117551971	0	0	1.31587820889238	0	0	0.771033831846542	0.345981442669476	0	0.692452714810379	0	0.466280212072634	0.439919303490548	0	0	0	0	0	0.832441982206852	0	0.721669769780524	0	0.359989796593201	0	0	0	0	1.07795832709405	hsa-mir-26b
MIR27A	0	5.21692477699365	1.12838072229961	1.70927134897349	1.77484587753105	3.68744086036255	0.668383583681083	0.53383276848061	4.04597446799141	1.0483305468655	1.73777792373568	1.60209378790649	0	0.499163266094454	2.44701047032615	2.4743009056096	0	1.01580905047385	1.08735540388615	1.46376764206317	0	2.44133969965198	0	0	3.1019950887154	2.28249068889878	5.06349292904796	1.77662132205542	0.600287350110935	1.96949287249343	0	4.83063035465512	0.508869709460626	2.35406566877484	0	0	1.6781915971141	0	0	0.506732546924554	hsa-mir-27a
MIR27B	0.414889433841182	3.76777900560653	1.62988326554388	4.93789500814565	5.1273325350897	0.998681899681524	9.17170806495709	1.92772944173554	5.84418534265425	7.57127617180638	6.2753091690455	9.25654188568194	3.0175577442264	7.21013606580878	10.250254970144	8.48822671785514	3.82177541692952	0.366819934893335	5.49718565297998	3.17149655780353	5.11744000268563	14.4581562212723	1.33248141933277	5.69898036977663	4.03259361533002	2.88481462069152	0.45712088942794	1.71082053234966	0	4.2672345570691	14.413578765989	2.32585905964876	16.9057825698586	8.16076098508611	1.83328137153945	4.36228508000199	8.48419085207684	11.2184450511656	2.36179776247909	6.22154960390702	hsa-mir-27b|MIR-27b
MIR28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-28
MIR2909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-2909
MIR297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-297
MIR298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-298
MIR299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26547062996359	0	0	0	0	0	0	0	0	0	0	0	hsa-mir-299
